,English,,Simplified Chinese,
2300135,Queens Wharf Light Rail,Newcastle,皇后码头 (Queens Wharf) 轻轨,纽卡斯尔 (Newcastle)
2300127,Queens Wharf Light Rail,Newcastle,皇后码头 (Queens Wharf) 轻轨,纽卡斯尔 (Newcastle)
2000456,QVB Light Rail,Sydney,QVB 轻轨,悉尼 (Sydney)
2000457,QVB Light Rail,Sydney,QVB 轻轨,悉尼 (Sydney)
2000171,QVB Light Rail,Sydney,QVB 轻轨,悉尼 (Sydney)
2031201,Randwick Light Rail,Randwick,兰德威克 (Randwick) 轻轨,兰德威克 (Randwick)
2031202,Randwick Light Rail,Randwick,兰德威克 (Randwick) 轻轨,兰德威克 (Randwick)
2031167,Randwick Light Rail,Randwick,兰德威克 (Randwick) 轻轨,兰德威克 (Randwick)
2021103,Royal Randwick Light Rail,Centennial Park,皇家兰德威克 (Royal Randwick) 轻轨,百年公园 (Centennial Park)
202158,Royal Randwick Light Rail,Centennial Park,皇家兰德威克 (Royal Randwick) 轻轨,百年公园 (Centennial Park)
2031196,Royal Randwick Light Rail,Randwick,皇家兰德威克 (Royal Randwick) 轻轨,兰德威克 (Randwick)
203840,Rozelle Bay Light Rail,Annandale,罗泽尔湾 (Rozelle Bay) 轻轨,安嫩代尔 (Annandale)
203839,Rozelle Bay Light Rail,Annandale,罗泽尔湾 (Rozelle Bay) 轻轨,安嫩代尔 (Annandale)
203817,Rozelle Bay Light Rail,Annandale,罗泽尔湾 (Rozelle Bay) 轻轨,安嫩代尔 (Annandale)
2010108,Surry Hills Light Rail,Surry Hills,莎莉山 (Surry Hills) 轻轨,莎莉山 (Surry Hills)
2010109,Surry Hills Light Rail,Surry Hills,莎莉山 (Surry Hills) 轻轨,莎莉山 (Surry Hills)
201029,Surry Hills Light Rail,Surry Hills,莎莉山 (Surry Hills) 轻轨,莎莉山 (Surry Hills)
2040107,Taverners Hill Light Rail,Leichhardt,塔弗纳斯山 (Taverners Hill) 轻轨,莱卡特 (Leichhardt)
2040108,Taverners Hill Light Rail,Leichhardt,塔弗纳斯山 (Taverners Hill) 轻轨,莱卡特 (Leichhardt)
2256218,Patonga Wharf,Patonga,帕通加 (Patonga) 码头,帕通加 (Patonga)
204093,Taverners Hill Light Rail,Leichhardt,塔弗纳斯山 (Taverners Hill) 轻轨,莱卡特 (Leichhardt)
200942,The Star Light Rail,Pyrmont,星光 (The Star) 轻轨,皮蒙特 (Pyrmont)
200941,The Star Light Rail,Pyrmont,星光 (The Star) 轻轨,皮蒙特 (Pyrmont)
200947,The Star Light Rail,Pyrmont,星光 (The Star) 轻轨,皮蒙特 (Pyrmont)
2000458,Town Hall Light Rail,Sydney,市政厅 (Town Hall) 轻轨,悉尼 (Sydney)
2000459,Town Hall Light Rail,Sydney,市政厅 (Town Hall) 轻轨,悉尼 (Sydney)
2000210,Town Hall Light Rail,Sydney,市政厅 (Town Hall) 轻轨,悉尼 (Sydney)
203357,UNSW Anzac Parade Light Rail,Kensington,UNSW 澳新军团大道 (UNSW Anzac Parade) 轻轨,肯辛顿 (Kensington)
203358,UNSW Anzac Parade Light Rail,Kensington,UNSW 澳新军团大道 (UNSW Anzac Parade) 轻轨,肯辛顿 (Kensington)
203360,UNSW Anzac Parade Light Rail,Kensington,UNSW 澳新军团大道 (UNSW Anzac Parade) 轻轨,肯辛顿 (Kensington)
2031199,UNSW High Street Light Rail,Randwick,UNSW 高街 (UNSW High Street) 轻轨,兰德威克 (Randwick)
2031200,UNSW High Street Light Rail,Randwick,UNSW 高街 (UNSW High Street) 轻轨,兰德威克 (Randwick)
2031156,UNSW High Street Light Rail,Randwick,UNSW 高街 (UNSW High Street) 轻轨,兰德威克 (Randwick)
2031197,Wansey Road Light Rail,Randwick,宛西路 (Wansey Road) 轻轨,兰德威克 (Randwick)
2031198,Wansey Road Light Rail,Randwick,宛西路 (Wansey Road) 轻轨,兰德威克 (Randwick)
2031157,Wansey Road Light Rail,Randwick,宛西路 (Wansey Road) 轻轨,兰德威克 (Randwick)
220368,Waratah Mills Light Rail,Dulwich Hill,瓦拉塔米尔斯 (Waratah Mills) 轻轨,德域山 (Dulwich Hill)
220369,Waratah Mills Light Rail,Dulwich Hill,瓦拉塔米尔斯 (Waratah Mills) 轻轨,德域山 (Dulwich Hill)
220320,Waratah Mills Light Rail,Dulwich Hill,瓦拉塔米尔斯 (Waratah Mills) 轻轨,德域山 (Dulwich Hill)
200936,Wentworth Park Light Rail,Pyrmont,温特沃斯公园 (Wentworth Park) 轻轨,皮蒙特 (Pyrmont)
200953,Wentworth Park Light Rail,Pyrmont,温特沃斯公园 (Wentworth Park) 轻轨,皮蒙特 (Pyrmont)
200935,Wentworth Park Light Rail,Pyrmont,温特沃斯公园 (Wentworth Park) 轻轨,皮蒙特 (Pyrmont)
2000216,"Circular Quay, Wharf 3, Side A",Sydney,环形码头 (Circular Quay) 3 号码头 A 侧,悉尼 (Sydney)
2000227,"Circular Quay, Wharf 5, Side A",Sydney,环形码头 (Circular Quay) 5 号码头 A 侧,悉尼 (Sydney)
2000229,"Circular Quay, Wharf 5, Side B",Sydney,环形码头 (Circular Quay) 5 号码头 B 侧,悉尼 (Sydney)
206122,"Milsons Point Wharf, Side A",Milsons Point,米尔逊角 (Milsons Point) 码头 A 侧,米尔逊角 (Milsons Point)
206126,"Milsons Point Wharf, Side B",Milsons Point,米尔逊角 (Milsons Point) 码头 B 侧,米尔逊角 (Milsons Point)
2000236,"Barangaroo, Wharf 1, Side A",Barangaroo,巴兰加鲁 (Barangaroo) 1 号码头 A 侧,巴兰加鲁 (Barangaroo)
2000237,"Barangaroo, Wharf 1, Side B",Barangaroo,巴兰加鲁 (Barangaroo) 1 号码头 B 侧,巴兰加鲁 (Barangaroo)
2000238,"Barangaroo, Wharf 2, Side A",Barangaroo,巴兰加鲁 (Barangaroo) 2 号码头 A 侧,巴兰加鲁 (Barangaroo)
2000239,"Barangaroo, Wharf 2, Side B",Barangaroo,巴兰加鲁 (Barangaroo) 2 号码头 B 侧,巴兰加鲁 (Barangaroo)
204154,"Balmain East Wharf, Side B",Balmain,巴尔曼东 (Balmain East) 码头 B 侧,巴尔曼 (Balmain)
211033,"Cockatoo Island Wharf, Side A",Cockatoo Island,鹦鹉岛 (Cockatoo Island) 码头 A 侧,鹦鹉岛 (Cockatoo Island)
211043,"Cockatoo Island Wharf, Side B",Cockatoo Island,鹦鹉岛 (Cockatoo Island) 码头 B 侧,鹦鹉岛 (Cockatoo Island)
2137185,"Cabarita Wharf, Side A",Cabarita,卡巴利塔 (Cabarita) 码头 A 侧,卡巴利塔 (Cabarita)
2137186,"Cabarita Wharf, Side B",Cabarita,卡巴利塔 (Cabarita) 码头 B 侧,卡巴利塔 (Cabarita)
212751,"Sydney Olympic Park Wharf, Side A",Sydney Olympic Park,悉尼奥林匹克公园 (Sydney Olympic Park) 码头 A 侧,悉尼奥林匹克公园 (Sydney Olympic Park)
212753,"Sydney Olympic Park Wharf, Side B",Sydney Olympic Park,悉尼奥林匹克公园 (Sydney Olympic Park) 码头 B 侧,悉尼奥林匹克公园 (Sydney Olympic Park)
2000242,Darling Harbour Wharf 7,Sydney,达令港 (Darling Harbour) 7 号码头,悉尼 (Sydney)
2000212,"Circular Quay, Wharf 2, Side A",Sydney,环形码头 (Circular Quay) 2 号码头 A 侧,悉尼 (Sydney)
2000215,"Circular Quay, Wharf 2, Side B",Sydney,环形码头 (Circular Quay) 2 号码头 B 侧,悉尼 (Sydney)
2000217,"Circular Quay, Wharf 3, Side B",Sydney,环形码头 (Circular Quay) 3 号码头 B 侧,悉尼 (Sydney)
2000223,"Circular Quay, Wharf 4, Side A",Sydney,环形码头 (Circular Quay) 4 号码头 A 侧,悉尼 (Sydney)
2000225,"Circular Quay, Wharf 4, Side B",Sydney,环形码头 (Circular Quay) 4 号码头 B 侧,悉尼 (Sydney)
2000234,"Circular Quay, Wharf 6, Side A",Sydney,环形码头 (Circular Quay) 6 号码头 A 侧,悉尼 (Sydney)
2000235,"Circular Quay, Wharf 6, Side B",Sydney,环形码头 (Circular Quay) 6 号码头 B 侧,悉尼 (Sydney)
206076,"McMahons Point Wharf, Side A",Mcmahons Point,麦克马洪斯角 (McMahons Point) 码头 A 侧,麦克马洪斯角 (Mcmahons Point)
206080,"McMahons Point Wharf, Side B",Mcmahons Point,麦克马洪斯角 (McMahons Point) 码头 B 侧,麦克马洪斯角 (Mcmahons Point)
204153,"Balmain East Wharf, Side A",Balmain East,巴尔曼东 (Balmain East) 码头 A 侧,巴尔曼东 (Balmain East)
2110112,Clarke Road Wharf,Woolwich,克拉克路 (Clarke Road) 码头,伍尔维奇 (Woolwich)
2000454,Wynyard Light Rail,Sydney,温耶德 (Wynyard) 轻轨,悉尼 (Sydney)
2000455,Wynyard Light Rail,Sydney,温耶德 (Wynyard) 轻轨,悉尼 (Sydney)
2000206,Wynyard Light Rail,Sydney,温耶德 (Wynyard) 轻轨,悉尼 (Sydney)
